row,final_classification,tier,signal,signal_count,g300_id,g300_name,g300_website,g300_created,g300_child_offices,g300_contacts,g300_opportunities,candidate_id,candidate_name,candidate_website,candidate_created,candidate_created_by,candidate_is_older,candidate_child_offices,candidate_contacts,candidate_opportunities,classifier_call,classifier_confidence,classifier_rationale,skeptic_agrees,skeptic_call,skeptic_rationale
180,duplicate,1,name_exact,1,0016g00001AOgsMAAT,Wilson Elser Moskowitz Edelman & Dicker LLP,www.wilsonelser.com,2021-01-20T21:05:28.000+0000,33,440,417,001Px00000j5HMpIAM,Wilson Elser Moskowitz Edelman Dicker,,2026-08-20T18:20:53.000+0000,Kieran Hansen,N,1,1,2,duplicate,high,"Same name as the G300 firm, missing only the '&' and 'LLP'. It is a 2026-08-20 Kieran Hansen batch record with a blank website and one Dallas office, which is a Wilson Elser location.",Y,duplicate,"Verified: 001Px00000j5HMpIAM was created 2026-08-20 by Kieran Hansen with a blank website. Its only child is a Dallas office (contact Linda Stimmel, 2 'WILSON ELSER MOSKOWITZ EDELMAN DICKER TXTPE20B' opps). The G300 Wilson Elser already has a Dallas office (001Px00000WOClMIAX). The name is the full firm name without '&' and 'LLP', so this is a redundant Firm record."
181,duplicate,1,name_exact,1,0016g00001AOgt0AAD,Wilson Sonsini Goodrich & Rosati Professional Corporation,www.wsgr.com,2021-01-20T21:05:28.000+0000,40,677,626,001Px00000j5HMqIAM,Wilson Sonsini Goodrich & Rosati,,2026-08-20T18:20:53.000+0000,Kieran Hansen,N,1,1,47,duplicate,high,"Exact firm name without 'Professional Corporation'. It is a 2026-08-20 batch record with a blank website, one San Francisco office and 47 opps, so it is a redundant Firm record for WSGR.",Y,duplicate,"Verified: 001Px00000j5HMqIAM is a 2026-08-20 Kieran Hansen batch Firm record with a blank website. Its one San Francisco office holds 47 'WILSON SONSINI GOODRICH & ROSATI 592R56/592ONL' opps closing 2019-2026. The G300 WSGR already has several San Francisco offices, and the name is identical apart from dropping 'Professional Corporation'. This is a redundant record for the same firm."
182,duplicate,1,name_exact,1,0016g00001AOgx4AAD,Winstead PC,www.winstead.com,2021-01-20T21:05:34.000+0000,12,159,104,001Px00000j5HMuIAM,Winstead Pc,,2026-08-20T18:20:53.000+0000,Kieran Hansen,N,1,1,12,duplicate,high,"The name differs from the G300 'Winstead PC' only in case. It is a 2026-08-20 batch record with a blank website, one Dallas office (Winstead's HQ city) and a 'Law Library' contact.",Y,duplicate,"Verified: 'Winstead Pc' (001Px00000j5HMuIAM) is a 2026-08-20 batch record with a blank website and one Dallas office (contact 'Law Library', 12 'WINSTEAD PC 550...' opps). The G300 Winstead PC already has multiple Dallas offices, including ones named 'Winstead Pc'. The names differ only in case, so this is a duplicate."
183,duplicate,1,name_exact,1,001Px00000VvVePIAV,Winston Taylor LLP,www.winstontaylor.com,2021-01-20T19:46:27.000+0000,46,2950,1433,001Px00000hTHmOIAW,Winston Taylor LLP,,2026-06-30T17:13:57.000+0000,David Winn,N,1,2,0,duplicate,high,"The name is identical to the G300 firm. Its Chicago office contacts (Meghan Coates, Mark Roy) have @winstontaylor.com emails, matching the G300 website, so it is a redundant Firm record created 2026-06-30 by David Winn.",Y,duplicate,"Verified: 001Px00000hTHmOIAW is named 'Winston Taylor LLP', the same as the G300, and was created 2026-06-30 by David Winn. Its Chicago office contacts use @winstontaylor.com emails. Meghan Coates also exists (as @winstontaylor.com) on the G300 Winston Taylor Chicago office. This is the same firm, a redundant Firm record."
184,duplicate,1,alias_exact,1,001Px00000VvNUXIA3,Withersworldwide LLP,www.withersworldwide.com,2021-01-20T20:09:30.000+0000,23,681,546,001Px00000hecUDIAY,Withers,,2026-07-25T18:15:04.000+0000,Kieran Hansen,N,1,1,0,duplicate,medium,"'Withers' is the firm's brand name. This 2026-07-25 batch record has a Milan office (Withers has a Milan office) and a partner contact with a witherskhattarwong.com email, which is a Withers group domain. The Singapore-entity email domain adds slight doubt, but the record name is the plain brand, not a separate entity.",Y,duplicate,"Verified, and the evidence is stronger than the reviewer stated: 'Withers' (001Px00000hecUDIAY) was created 2026-07-25 by Kieran Hansen with a blank website and one Milan office. Its contact, Fernando Gandioli, appears three more times inside the G300 Withersworldwide hierarchy with @withersworldwide.com. The G300 already has a Milan office ('Studio Legale Withers') and uses 'Withers' as the office name in Hong Kong and Zurich. The witherskhattarwong.com email does not point to a separate firm, since many G300 contacts use that domain. The record name is the plain brand, not a country entity, so this is a redundant Firm record."
185,predecessor_or_legacy,1,alias_exact,1,001Px00000VwYp5IAF,Womble Bond Dickinson,www.womblebonddickinson.com,2021-01-20T19:34:19.000+0000,58,1649,614,001Px00000VvNVXIA3,Bond Dickinson LLP,,2025-11-13T10:11:39.000+0000,Kieran Hansen,N,1,6,0,predecessor_or_legacy,high,"General knowledge: Bond Dickinson (UK) combined with Womble Carlyle in 2017 to form Womble Bond Dickinson. This 2025-11-13 batch record has a Bristol office, and its contacts' emails are at both bonddickinson.com and wbd-uk.com.",Y,predecessor_or_legacy,"Verified: 'Bond Dickinson LLP' (001Px00000VvNVXIA3) was created 2025-11-13 by Kieran Hansen. It has one Bristol office whose contacts use both bonddickinson.com and wbd-uk.com emails. Jonathan Blair, listed as Managing Partner, also sits on the G300's 'Womble Bond Dickinson (UK) LLP' London office as @wbd-uk.com. General knowledge: Bond Dickinson combined with Womble Carlyle in 2017 and the UK LLP was renamed Womble Bond Dickinson (UK) LLP, so this is the former name. The G300 already has a WBD (UK) Bristol office."
186,disputed,1,name_exact,1,0016g00001AOhuOAAT,Zhong Yin Law Firm,www.zhongyinlawyer.com,2021-01-20T20:56:15.000+0000,5,27,17,0016g00001AOhuNAAT,Zhong Yin,www.zhongyinlawyer.com.tw,2021-01-20T21:07:34.000+0000,Kamyar Jannati,N,1,2,1,unrelated,medium,"The candidate's only office is in Taipei, Taiwan, with its own domain (zhongyinlawyer.com.tw), Taiwanese-style 'Attorney at Law' contacts, and a Taiwan-specific TLR opp. The G300 record's offices are in Beijing, Shenzhen and Chengdu, and its contacts use zhongyinlawyer.com. From general knowledge, the Beijing Zhongyin firm has no Taiwan branch, so this looks like a separate Taiwanese firm with a similar name. Confirming the Taiwan firm's Chinese name would settle it.",N,affiliate_or_office,"The records confirm what the reviewer described. The candidate's only office is in Taipei, and its site and contacts (Charlotte Wu, Roick Feng) use zhongyinlawyer.com.tw. The G300 offices are in Beijing, Shenzhen and Chengdu on zhongyinlawyer.com. But a web search contradicts the 'unrelated' call and settles the question the reviewer left open. The Taiwan firm is 中銀律師事務所 ZHONG YIN LAW FIRM, the same Chinese name as Beijing Zhongyin. Its site says it 'shares the brand and level of expertise with Zhong Yin Lawyer in China, but operates independently in Taiwan in terms of management, human resources, and finances.' Its domain also mirrors the G300 domain exactly. So it is a separately run member of the same brand, not a coincidental name match and not a duplicate."
187,affiliate_or_office,2,name_extends,1,0016g00001ANnDBAA1,Akin Gump Strauss Hauer & Feld LLP,www.akingump.com,2021-01-20T19:16:50.000+0000,26,1761,991,001Px00000hloUDIAY,"AKIN GUMP STRAUSS HAUER & FELD LLP , DUBAI",,2026-02-04T17:44:15.000+0000,Nirlipta Nihar Parida,N,1,0,0,affiliate_or_office,high,"The name carries a ', DUBAI' suffix and the single child office is in Dubai, UAE. This is Akin Gump's Dubai office (general knowledge: Akin has a Dubai office) recorded as a separate Firm when it should be an Office under the G300 firm.",Y,affiliate_or_office,"Confirmed. The Firm record is named 'AKIN GUMP STRAUSS HAUER & FELD LLP , DUBAI' and has one child office in Dubai, UAE, with no contacts or opps. The G300 hierarchy already has several Dubai office records, including one with this exact name (001Px00000cAmqKIAS), plus Abu Dhabi. So this is Akin's Dubai office recorded as a Firm, which is the ', DUBAI' pattern in the category guide."
188,duplicate,2,alias_extends,1,001Px00000VvfTpIAJ,Allen Overy Shearman Sterling LLP,www.aoshearman.com,2021-01-20T19:17:41.000+0000,57,6867,3528,001Px00000hloUuIAI,A&O SHEARMAN GROUP,,2026-04-20T00:27:26.000+0000,Khris Fenton,N,1,1,0,duplicate,high,"This is the firm's current brand name 'A&O Shearman' with a 'GROUP' suffix. Its only contact has an @aoshearman.com email, the same domain as the G300 record, and nothing points to a separate entity. The Orlando office address is odd but most likely the contact's own location.",Y,duplicate,"The live record 001Px00000hloUuIAI 'A&O SHEARMAN GROUP' was created 2026-04-20 by Khris Fenton with a blank website, and its one office is in Orlando (Scorpius St). Its only contact is Michael Michaelides (@aoshearman.com). The same person with the same email already exists under the G300 firm's London office (0016g00001AQ0XVAA1). The name is the current A&O Shearman brand, and nothing points to a separate legal entity. This is a redundant Firm record, and the Orlando address is probably the contact's own location."
189,unrelated,2,name_short_form,1,0016g00001ANr4aAAD,Barnes & Thornburg LLP,www.btlaw.com,2021-01-20T19:24:18.000+0000,26,633,296,001Px00000heWA0IAM,BARNES,,2026-07-25T18:08:30.000+0000,Kieran Hansen,N,1,1,0,unrelated,high,"The only contact is a 'Global Capital Markets - Investment Sales' person at barnes-international.com, which is a real-estate business, not Barnes & Thornburg (btlaw.com). The record only shares the word 'Barnes'.",Y,unrelated,"Confirmed. The child office has no address, and its only contact is Stephanie Botchway, 'Global Capital Markets - Investment Sales', at barnes-international.com (a real-estate agency, not a law firm). Nothing points to btlaw.com or Barnes & Thornburg; the records only share the word 'Barnes'."
190,unrelated,2,name_short_form,1,001Px00000VvNVPIA3,Bird & Bird LLP,www.twobirds.com,2021-01-20T19:26:35.000+0000,39,2807,2106,001Tm00000K5SGIIA3,Bird,www.bird.com,2025-06-25T08:31:23.000+0000,Kieran Hansen,N,1,2,1,unrelated,high,"Website bird.com, Industry 'Software & SaaS', an Amsterdam office, in-house legal contacts (General Counsel, Junior Legal Counsel) and a Lexology Pro In-House opp. This is the Dutch software company Bird (formerly MessageBird, from general knowledge), not Bird & Bird (twobirds.com).",Y,unrelated,"Confirmed. Website www.bird.com, Industry 'Software & SaaS', an Amsterdam office, and contacts Edel Hartog (General Counsel) and Valeria Grant (Junior Legal Counsel) on bird.com. The opp is 'Lexology Pro - In House | ... | Bird'. From general knowledge, this is the Dutch software company Bird (formerly MessageBird), not Bird & Bird (twobirds.com)."
191,person_or_misfiled,2,name_short_form,1,0016g00001ANsQTAA1,"Blake, Cassels & Graydon LLP",www.blakes.com,2021-01-20T19:26:52.000+0000,10,1460,938,001Px00000cAYzAIAW,Blake,,2021-06-23T14:15:39.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,medium,"The only child office is in West Bloomfield, Michigan, and the only contact is 'Blake Soulet' (title 'sales', gmail address). The Firm record appears to be named after that person's first name. Nothing links it to the Canadian firm Blake, Cassels & Graydon (blakes.com).",Y,person_or_misfiled,"Confirmed. The only office is in West Bloomfield, Michigan, and the only contact is Blake Soulet (title 'sales', @gmail.com). The Firm record is named after the person's first name. It has no website, no opps, and nothing linking it to Blake, Cassels & Graydon (blakes.com)."
192,predecessor_or_legacy,2,name_extends,1,0016g00001ANt2nAAD,Bracewell LLP,www.bracewell.com,2021-01-20T19:28:04.000+0000,20,550,394,001Px00000VxXFnIAN,Bracewell & Patterson,,2025-11-13T14:26:11.000+0000,Kieran Hansen,N,1,1,0,predecessor_or_legacy,high,"From general knowledge, Bracewell & Patterson is Bracewell LLP's former name (it became Bracewell & Giuliani in 2005 and Bracewell in 2016). The record's only contact is a Bracewell cybersecurity partner with a bgllp.com (Bracewell & Giuliani) email.",Y,predecessor_or_legacy,"Confirmed. The only contact is Shamoil T. Shipchandler, 'Partner (CyberSecurity)', at @bgllp.com, the Bracewell & Giuliani domain. From general knowledge, Bracewell & Patterson became Bracewell & Giuliani (2005) and then Bracewell LLP. The record is from the 2025-11-13 Kieran Hansen batch, with a blank website and a US office."
193,duplicate,2,name_short_form,1,0016g00001ANt3wAAD,Bradley Arant Boult Cummings LLP,www.bradley.com,2021-01-20T19:28:04.000+0000,18,602,305,0016g00001ANt3mAAD,Bradley,www.bradleycorp.com,2021-01-20T19:28:04.000+0000,Kamyar Jannati,N,1,3,2,duplicate,high,"The website (bradleycorp.com) and office location (Sidney, AR) look like bad enrichment. However, all 3 contacts use @bradley.com emails, including Bruce Ely (Of Counsel, whom general knowledge places as a Bradley Arant tax lawyer) and a Marketing/BD contact, and the opps name 'Bradley', which is Bradley Arant Boult Cummings' short brand.",Y,duplicate,"Confirmed. The website bradleycorp.com and the Sidney, AR office are bad enrichment. All 3 contacts use @bradley.com: Lauren Wallace, Bruce Ely (Of Counsel/Director) and Sarah McVey (Marketing / BD). Bruce Ely (@bradley.com) also exists as a contact under the G300 office 'Bradley Arant Boult Cummings LLP'. Both opps name 'Bradley' with these contacts (Lexology Pro Workflow ... Bradley | Laur..., and Lexology Webinar – Sarah McVey - Bradley). So this is a redundant record for Bradley Arant."
194,duplicate,2,name_short_form,1,0016g00001ANtZ9AAL,"Brownstein Hyatt Farber Schreck, LLP",www.bhfs.com,2021-01-20T19:29:01.000+0000,13,219,337,001Px00000j5KWfIAM,Brownstein Hyatt Farber,,2026-08-20T18:15:26.000+0000,Kieran Hansen,N,1,0,0,duplicate,high,"The name is a truncated form of Brownstein Hyatt Farber Schreck and the child office is in Denver, CO, the firm's headquarters. It was created in the 2026-08-20 Kieran Hansen batch with a blank website, and there is no evidence of a separate entity.",Y,duplicate,"Confirmed. 'Brownstein Hyatt Farber' is a truncated form of the G300 name. It was created 2026-08-20 by Kieran Hansen with a blank website and one Denver, CO child office, and has no contacts or opps. The G300 already has Denver offices (0016g00001EYExkAAH and 001Px00000WOWsNIAX), and nothing suggests a separate entity."
195,duplicate,2,name_short_form,1,0016g00001ANtZ9AAL,"Brownstein Hyatt Farber Schreck, LLP",www.bhfs.com,2021-01-20T19:29:01.000+0000,13,219,337,001Px00000jAKoYIAW,Brownstein Hyatt Farber,,2026-08-22T10:39:40.000+0000,Kieran Hansen,N,1,1,20,duplicate,high,"Same truncated name with a Denver, CO office, created in the 2026-08-22 batch. Its contact's email is at bhfs.com.com (a typo of the G300 domain bhfs.com), and its 20 opps are 'BROWNSTEIN HYATT FARBER' subscription orders. This is a redundant record for the G300 firm, and it also duplicates row 194's candidate.",Y,duplicate,"Confirmed. Same truncated name, created 2026-08-22 by Kieran Hansen with a Denver, CO office. Its contact Matthew R. Elisha uses @bhfs.com.com, a typo of bhfs.com. It has 20 'BROWNSTEIN HYATT FARBER 593...' subscription opps. It is a redundant record for the G300 firm and also duplicates row 194's candidate."
196,predecessor_or_legacy,2,alias_extends,1,0016g00001ANtcKAAT,Bryan Cave Leighton Paisner LLP,www.bclplaw.com,2021-01-20T19:29:08.000+0000,46,2542,921,001Px00000VwPIPIA3,Berwin Leighton Paisner LLP- Uk,,2025-11-13T11:46:46.000+0000,Kieran Hansen,N,1,0,0,predecessor_or_legacy,high,Berwin Leighton Paisner is the UK firm that merged into BCLP in 2018 (general knowledge). '- Uk' is only a location tag on the legacy name. This is a second 2025-11-13 BLP record with one London office and no contacts.,Y,predecessor_or_legacy,"The live record 001Px00000VwPIPIA3 'Berwin Leighton Paisner LLP- Uk' is from the 2025-11-13 batch with a blank website. It has one London office at Adelaide House (BLP's former HQ) and no contacts or opps. '- Uk' is a location tag on the pre-2018 BLP name. BLP merged into BCLP in 2018 (general knowledge), so this is a legacy/predecessor record. It is also a second BLP record alongside row 9's 001Px00000VwXFjIAN."
197,unrelated,2,name_short_form,1,001Px00000Vvaq6IAB,Buchanan Ingersoll & Rooney PC,www.bipc.com,2021-01-20T19:29:14.000+0000,25,392,442,0016g00001ANth6AAD,Buchanan,www.buchanan.uk.com,2021-01-20T19:29:14.000+0000,Kamyar Jannati,N,1,1,0,unrelated,high,"Website buchanan.uk.com, and the child office is 'Buchanan Communications' in London (a UK financial PR firm, from general knowledge). It is unrelated to Buchanan Ingersoll & Rooney (bipc.com) and only shares the word 'Buchanan'.",Y,unrelated,"Confirmed. Website www.buchanan.uk.com, and the child office is 'Buchanan Communications' in London. The only contact is an Associate at buchanan.uk.com. From general knowledge, this is a UK financial PR firm, unrelated to Buchanan Ingersoll & Rooney (bipc.com)."
198,unrelated,2,name_short_form,1,001Px00000Vvaq6IAB,Buchanan Ingersoll & Rooney PC,www.bipc.com,2021-01-20T19:29:14.000+0000,25,392,442,0016g00001ANth8AAD,Buchanan,www.bchn.com.au,2021-01-20T19:29:14.000+0000,Kamyar Jannati,N,1,2,2,unrelated,high,"Website bchn.com.au, with the office in Brighton, Victoria, Australia, partner Scott Buchanan and a senior lawyer on bchn.com.au emails, and 'Buchanan - Australia' opps. This is a separate Australian law practice, not Buchanan Ingersoll & Rooney.",Y,unrelated,"Confirmed. Website www.bchn.com.au, with the office in Brighton, Victoria, Australia. Contacts are Scott Buchanan (Partner) and Aimee Pomogacs (Senior Lawyer) on bchn.com.au. The opps are 'Lexology Inform - Buchanan - Australia' and a WTR 1000 biography opp. This is a separate Australian practice, not Buchanan Ingersoll & Rooney."
199,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,001Tm00000N5Wa4IAF,CMS Cepcor,www.cmscepcor.com,2025-09-09T06:49:26.000+0000,Karnati Nihanth,N,1,1,0,unrelated,high,"The website is cmscepcor.com, the industry is Metals & Mining, and the Office is 'CMS Cepcor Ltd' in Leicestershire, UK. Its contact is a Drawing Office Manager. This is an engineering company that only shares the 'CMS' letters.",Y,unrelated,"Confirmed. The website is cmscepcor.com and the industry is Metals & Mining. Its Office is 'CMS Cepcor Ltd' on Vulcan Way, Hermitage Industrial Estate, Coalville, Leicestershire. The only contact is a Drawing Office Manager at cmscepcor.com. This is an engineering and manufacturing company that only shares the 'CMS' letters."
200,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,0016g00001ANx1UAAT,CMS Compliance Group Inc,www.cmscompliancegroup.com,2021-01-20T19:35:36.000+0000,Kamyar Jannati,N,1,1,0,unrelated,high,"The website is cmscompliancegroup.com and the Office is in Melville, US. Its contact is a Marketing Officer with a cmscg.net email. This is a separate compliance company that only shares the acronym.",Y,unrelated,"Confirmed. The website is cmscompliancegroup.com and the Office is at 68 South Service Road, Melville, NY. The contact is a Marketing Officer with a cmscg.net email. The G300 CMS Legal record has no Office in Melville; its only US entries are 'CMS US Representative Office, Inc.' and a stray 'Cms' in Decatur. This is a separate compliance company that only shares the acronym."
201,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,001Px00000bh8r1IAA,CMS Computers,www.cms.co.in,2026-03-17T11:53:57.000+0000,Kieran Hansen,N,1,1,0,unrelated,high,"The website is cms.co.in, the industry is Business Support Services, and the Office is in Mumbai, India. Its contact is the Head Legal & Company Secretary at cms.co.in. This is an Indian IT company, not the law firm.",Y,unrelated,"Confirmed. The website is cms.co.in, the industry is Business Support Services, and the Office is in the Industries Compound, Bhandup West, Mumbai. The contact is the Head Legal & Company Secretary at cms.co.in. From general knowledge, this is CMS Computers, an Indian IT services company. CMS's Indian member firm is already recorded separately as 'CMS INDUSLAW' Offices (induslaw.com), including one in Mumbai, so this record is not the law firm."
202,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,0016g00001ANx1VAAT,CMS Corp,www.cms-corporation.com,2021-01-20T19:35:36.000+0000,Kamyar Jannati,N,1,1,0,unrelated,high,"The website is cms-corporation.com and the Office is in Bloomington, US. Its contact is the President/CEO at cms-corporation.com. This is a different company that only shares the acronym.",Y,unrelated,"Confirmed. The website is cms-corporation.com and the Office is at 421 West 6th Street, Bloomington, Indiana. The only contact is the President/CEO at cms-corporation.com. This is a different US company that only shares the acronym."
203,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,0016g00001ANx1XAAT,CMS Energy Corporation,www.cmsenergy.com,2021-01-20T19:35:36.000+0000,Kamyar Jannati,N,2,15,0,unrelated,high,"The industry is Utilities and the website is cmsenergy.com. Its Offices are in Jackson, Michigan, including one named Consumers Energy Company. The contacts are in-house counsel and compliance staff at cmsenergy.com. This is the Michigan utility holding company, not the law firm.",Y,unrelated,"Confirmed. The industry is Utilities and the website is cmsenergy.com. Its Offices are at 1 Energy Plaza, Jackson, Michigan, including 'Consumers Energy Company' (consumersenergy.com). All contacts are in-house legal, compliance and regulatory staff at cmsenergy.com. This is the Michigan utility holding company, not the law firm."
204,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,001Px00000cATacIAG,CMS Global Group,cmsglobalgroup.com/,2015-02-24T23:08:10.000+0000,Kieran Hansen,Y,1,1,0,unrelated,high,"The website is cmsglobalgroup.com and the Office is in New York. Its only contact is 'Scurley Consulting Contact', President, at cmsglobalgroup.com. This is a consulting company, not the law firm. Separately, it looks like a duplicate of 'CMS Global Group Inc' (0016g00001ANx1ZAAT), but that pair is outside this review.",Y,unrelated,"Confirmed. The website is cmsglobalgroup.com and the Office is at 405 Lexington Ave, 26th Floor, New York. The only contact is 'Scurley Consulting Contact', President, at cmsglobalgroup.com. The G300 CMS Legal record has no New York Office. This is a consulting company, not the law firm. As the reviewer noted, it has the same address and domain as 'CMS Global Group Inc' (0016g00001ANx1ZAAT), so those two are probably duplicates of each other, but that pair is outside this review."
205,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,0016g00001ANx1ZAAT,CMS Global Group Inc,www.cmsglobalgroup.com,2021-01-20T19:35:36.000+0000,Kamyar Jannati,N,1,1,0,unrelated,high,The website is cmsglobalgroup.com and the Office is in New York. Its contact is a Project Manager with a cms-strategies.com email. This is a consulting and strategy company that only shares the 'CMS' acronym with the law firm.,Y,unrelated,"Confirmed. The website is cmsglobalgroup.com and the Office is at 405 Lexington Avenue, 26th Floor, New York. The only contact is a Project Manager with a cms-strategies.com email. This is a consulting and strategy company that only shares the 'CMS' acronym with the law firm."
206,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,001Px00000irTTGIA2,CMS Group,www.cms.com.tr,2026-08-17T17:45:17.000+0000,Roland Nukpe,N,1,0,0,unrelated,high,"The website is cms.com.tr, the industry is Electrical Components & Equipment, and the Office is in Izmir, Turkey. It has no contacts. From general knowledge, CMS Group of Izmir is a Turkish maker of aluminium wheels, not the law firm.",Y,unrelated,"Confirmed. The website is cms.com.tr, the industry is Electrical Components & Equipment, and the Office is at 12 Atatürk OSB (an organised industrial zone), Çiğli, Izmir. It has no contacts. From general knowledge, this is CMS Group, the Izmir maker of aluminium wheels. CMS's Turkish law practice is already recorded as an Istanbul Office, 'CMS Danışmanlık Hizmetleri Avukatlık Ortaklığı' (cms.law), so this is a different company."
207,affiliate_or_office,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,001Px00000cAWjmIAG,CMS Hong Kong LLP,,2019-03-16T22:39:54.000+0000,Kieran Hansen,Y,1,1,0,affiliate_or_office,high,"This is a Hong Kong entity recorded as a Firm: its Office is in Hong Kong and its contact has a cms-hs.com (CMS Hasche Sigle) email. The G300 CMS Legal record already has Offices named 'CMS Hong Kong LLP' and 'CMS Hasche Sigle, Hong Kong LLP'. From general knowledge, CMS Hasche Sigle, Hong Kong LLP is the Hong Kong vehicle of CMS Germany.",Y,affiliate_or_office,"Confirmed. 001Px00000cAWjmIAG is a Firm named 'CMS Hong Kong LLP' with no website, industry Legal Services. Its Office is at 27/F, 8 Queen's Road Central, Hong Kong, and its contact has a cms-hs.com (CMS Hasche Sigle) email. The G300 record already has Offices named 'CMS Hong Kong LLP' (0016g00001AP4cfAAD, Central) and 'CMS Hasche Sigle, Hong Kong LLP' (0014L00000XPoD5QAL). This is a country entity or office recorded as a Firm, not a second firm. The fix is to move it under CMS Legal as an Office. From general knowledge, it is CMS Germany's Hong Kong vehicle."
208,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,001Tm00000KVYLNIA5,CMS Info Systems Limited,www.cms.com,2025-07-08T06:07:46.000+0000,Manisha Amireddy,N,1,2,0,unrelated,high,"The website is cms.com, the industry is Business Support Services, and the Office is in Mumbai. Its contacts are Legal and Company Secretary staff at cms.com. This is an Indian cash-management company, not the law firm.",Y,unrelated,"Confirmed. The website is cms.com, the industry is Business Support Services, and the Office is at Eco Star, Goregaon (East), Mumbai. Its contacts are an Associate Director, Legal, and the Head Company Secretary & Compliance Officer at cms.com. From general knowledge, this is CMS Info Systems, the Indian cash-management company, not the law firm or its Indian member, CMS INDUSLAW."
209,affiliate_or_office,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,001Px00000heZGbIAM,CMS Netherlands,,2026-07-25T18:09:21.000+0000,Kieran Hansen,N,1,1,0,affiliate_or_office,high,"This is a country entity recorded as a Firm, created in the 2026-07-25 Kieran Hansen batch. Its contact has a cms-dsb.com email, which is CMS Derks Star Busmann, the Dutch CMS member firm. The G300 record already has CMS Derks Star Busmann N.V. Offices in Amsterdam and Utrecht.",Y,affiliate_or_office,"Confirmed. 001Px00000heZGbIAM is a Firm named 'CMS Netherlands' with no website, created by Kieran Hansen on 2026-07-25. It has one Office with no address. Its contact, Bert Vries, has a cms-dsb.com email, which is CMS Derks Star Busmann, the Dutch CMS member firm. The G300 record already has 'CMS Derks Star Busmann N.V.' Offices in Amsterdam and Utrecht, plus two 'Cms' Amsterdam Offices. This is a country entity recorded as a Firm, so it should become part of CMS Legal's Office tree."
210,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,0016g00001ANx1cAAD,CMS Payments Intelligence Inc,www.cmspi.com,2021-01-20T19:35:36.000+0000,Kamyar Jannati,N,1,2,0,unrelated,high,"The website is cmspi.com and the Office is in Manchester, UK. Its contacts are a Financial Analyst and a Consultant at cmspi.com / cms-pi.com. This is a payments consultancy, not the law firm.",Y,unrelated,"Confirmed. The website is cmspi.com and the Office is at Oxford Place, 61 Oxford Street, Manchester, UK. The contacts are a Financial Analyst (cms-pi.com) and a Consultant (cmspi.com). CMS Legal's own Manchester Office is a separate record, 'CMS Cameron McKenna Nabarro Olswang LLP' (cms.law). From general knowledge, this record is CMSPI, a payments consultancy, not the law firm."
